	pbanka_id	Gene IDs	gene_product	gene_symbol	pool	GCKO2_RGR	GCKO2_diff_max	GCKO2_diff_min	GCKO2_feed	GCKO2_pheno	GCKO2_relative_filter	GCKO2_sd	GCKO2_var	GCKO2_pvalue2	GCKO2_pvalue	GCKO2_zvalue	GCKO2_fdr	GCKO2_fdr2	g145480_RGR	g145480_diff_max	g145480_diff_min	g145480_feed	g145480_pheno	g145480_relative_filter	g145480_sd	g145480_var	g145480_pvalue2	g145480_pvalue	g145480_zvalue	g145480_fdr	g145480_fdr2	PbGEM-ID
10	PBANKA_1459100	PBANKA_1459100_pool2	conserved Plasmodium protein, unknown function		pool2	-10.297267241310418	-6.096455777293693	-14.498078705327144	Mf1 and Mf2	Reduced	Not applied	2.100405732008363	4.411704239053588	9.461815972944263e-07	4.7309079864721326e-07	4.902513397477921	1.4204096334383881e-06	2.4723448012986166e-06	-9.27177306284059	-4.109845320783792	-14.433700804897388	Mf1 and Mf2	Reduced	Not applied	2.580963871028399	6.6613745035538985	0.00032768614369604876	0.00016384307184802438	3.5923684042683637	0.00044512485968297685	0.0007980949632597125	PbGEM-258884
11	PBANKA_1316700	PBANKA_1316700_pool6	conserved Plasmodium protein, unknown function		pool6	-10.268494912806768	-9.541272694067294	-10.995717131546245	Mf1 and Mf2	Reduced	Not applied	0.363611109369738	0.13221303885709154	0.0	0.0	28.240322278946792	0.0	0.0	-5.85117672567544	-4.313163160996279	-7.389190290354601	Mf1 and Mf2	Reduced	Not applied	0.7690067823395806	0.5913714312842752	2.7755575615628914e-14	1.3877787807814457e-14	7.608745280339618	6.84015865468167e-14	1.2962997300632681e-13	PbGEM-312157
12	PBANKA_1005000	PBANKA_1005000_pool6	conserved Plasmodium protein, unknown function		pool6	-10.198546825431336	-8.756122986968709	-11.640970663893965	Mf1 and Mf2	Reduced	Not applied	0.7212119192313133	0.5201466324413144	0.0	0.0	14.14084619719155	0.0	0.0	-0.5643331296403579	-0.383768965947666	-0.7448972933330498	Mf1 and Mf2	Not Reduced	Not applied	0.09028208184634597	0.008150854302510313	4.084166338458317e-10	2.0420831692291586e-10	6.250776655779991	8.188031228388297e-10	1.524836953310635e-09	PbGEM-293232
13	PBANKA_0407500	PBANKA_0407500_pool6	N2227-like protein, putative		pool6	-10.144950207309037	-9.756511493649198	-10.533388920968873	Mf1 and Mf2	Reduced	Not applied	0.19421935682991914	0.037721158567427464	0.0	0.0	52.234495947760365	0.0	0.0	-11.598956854774286	-11.197753032363668	-12.000160677184908	Mf1 and Mf2	Reduced	Not applied	0.20060191120530985	0.040241126779223015	0.0	0.0	57.82076942877736	0.0	0.0	PbGEM-229574
14	PBANKA_1411100	PBANKA_1411100_pool6	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	BCKDHA	pool6	-10.041025864094198	-9.539493608880104	-10.542558119308296	Mf1 and Mf2	Reduced	Not applied	0.2507661276070478	0.06288365075503417	0.0	0.0	40.041396180223174	0.0	0.0	-1.8386281536047664	-1.4015305506081983	-2.275725756601334	Mf1 and Mf2	No Power	Not applied	0.21854880149828396	0.04776357863633631	0.0	0.0	8.412895156595969	0.0	0.0	PbGEM-319971
15	PBANKA_1214700	PBANKA_1214700_pool1	conserved Plasmodium protein, unknown function		pool1	-9.774380532095083	-9.526368728621495	-10.022392335568673	Mf1 and Mf2	Reduced	Not applied	0.12400590173679366	0.015377463665555315	0.0	0.0	78.82189795161128	0.0	0.0	-1.6349855182494504	-1.4738683314321988	-1.7961027050667018	Mf1 and Mf2	No Power	Not applied	0.08055859340862583	0.006489686971976293	0.0	0.0	20.29560657739071	0.0	0.0	PbGEM-336483
16	PBANKA_1305600	PBANKA_1305600_pool5	mitochondrial inner membrane protease ATP23, putative	ATP23	pool5	-9.530183728745776	-8.803630561092872	-10.25673689639868	Mf1 and Mf2	Reduced	Not applied	0.3632765838264516	0.13196987635661692	0.0	0.0	26.233960990171166	0.0	0.0	-0.9273612535456638	-0.5378776837683673	-1.3168448233229602	Mf1 and Mf2	Not Reduced	Not applied	0.19474178488864824	0.03792436278161655	1.9167941911479853e-06	9.583970955739927e-07	4.7620044875110965	3.1533540321392326e-06	5.745774895099853e-06	PbGEM-310711
17	PBANKA_0808900	PBANKA_0808900_pool6	ATP-dependent protease ATPase subunit ClpY, putative	ClpY	pool6	-9.423574613380461	-8.316272050612497	-10.530877176148422	Mf1 and Mf2	Reduced	Not applied	0.5536512813839816	0.3065297413781248	0.0	0.0	17.020776308552954	0.0	0.0	-0.9914926051519982	-0.8050492394234962	-1.1779359708805002	Mf1 and Mf2	Not Reduced	Not applied	0.09322168286425103	0.008690282156042993	0.0	0.0	10.635858254091005	0.0	0.0	PbGEM-236907
18	PBANKA_1115100	PBANKA_1115100_pool2,pool7	amino acid transporter, putative		pool2,pool7	-9.331329560496012	-9.229082899841119	-9.433576221150906	no data,Mf1 and Mf2	Reduced	applied,Not applied	0.05112333032744666	0.0026135949037692273	0.0	0.0	182.5258546485241	0.0	0.0	-7.6372426045595985	-7.1612727099618025	-8.113212499157394	Mf1,no data	Reduced	Not applied,applied	0.2379849472988977	0.05663683514085914	0.0	0.0	32.0912843070179	0.0	0.0	PbGEM-121266
19	PBANKA_0518200	PBANKA_0518200_pilot,pool2	flavoprotein subunit of succinate dehydrogenase, putative	SDHA	pilot,pool2	-9.277589203698767	-8.968681772696431	-9.586496634701103	Mf1 and Mf2,Mf1	Reduced	Not applied,Not applied	0.15445371550116754	0.023855950232115616	0.0	0.0	60.067115728456756	0.0	0.0	0.028676318131260474	0.2471161110513212	-0.18976347478880026	Mf1 and Mf2,Mf1 and Mf2	Not Reduced	Not applied,Not applied	0.10921989646003036	0.011928985782739756	0.7928929655813297	0.6035535172093351	-0.2625558076934703	0.7502255321993062	0.8556394284918745	PbGEM-275858
20	PBANKA_1015200	PBANKA_1015200_pool6	diphthamide biosynthesis protein 2, putative	DPH2	pool6	-9.172143186232377	-8.751193667531489	-9.593092704933262	Mf1 and Mf2	Reduced	Not applied	0.2104747593504433	0.044299624323627024	0.0	0.0	43.57835217172353	0.0	0.0	-8.44848903135879	-8.091117911636756	-8.805860151080822	Mf1 and Mf2	Reduced	Not applied	0.17868555986101725	0.031928529302845184	0.0	0.0	47.28131941904022	0.0	0.0	PbGEM-263108
21	PBANKA_1143200	PBANKA_1143200_pool3	conserved Plasmodium protein, unknown function		pool3	-9.141654966879104	-8.854759907241334	-9.428550026516872	Mf1 and Mf2	Reduced	Not applied	0.1434475298188847	0.02057719381113981	0.0	0.0	63.72821461911027	0.0	0.0	-9.271844981741475	-8.725217337674067	-9.81847262580888	Mf1 and Mf2	Reduced	Not applied	0.2733138220337035	0.07470044531467095	0.0	0.0	33.9238056558959	0.0	0.0	PbGEM-335947
22	PBANKA_0911300	PBANKA_0911300_pool6	UVB-resistance protein UVR8 homologue, putative		pool6	-8.991336040108262	-7.610627514948653	-10.372044565267869	Mf1 and Mf2	Reduced	Not applied	0.6903542625798039	0.476589007862105	0.0	0.0	13.024234842134948	0.0	0.0	-0.8883284674579006	-0.703205211226282	-1.0734517236895191	Mf1 and Mf2	Not Reduced	Not applied	0.0925616281158093	0.008567654999449378	0.0	0.0	9.59715689471733	0.0	0.0	PbGEM-288370
23	PBANKA_1463500	PBANKA_1463500_pool6	translation initiation factor eIF-2B subunit beta, putative		pool6	-8.90903685372467	-7.829337536108204	-9.988736171341136	Mf1 and Mf2	Reduced	Not applied	0.5398496588082333	0.29143765411536604	0.0	0.0	16.50281093701563	0.0	0.0	-3.0145403309479155	-1.8883073703192264	-4.140773291576605	Mf1 and Mf2	Reduced	Not applied	0.5631164803143446	0.31710017040161564	8.635695714076519e-08	4.31784785703826e-08	5.353315763845393	1.5606829790512205e-07	2.848865755410957e-07	PbGEM-264404
24	PBANKA_1024800	PBANKA_1024800_pool3	ATP synthase-associated protein, putative		pool3	-8.895470259998355	-7.3291855982784115	-10.4617549217183	Mf2	Reduced	Not applied	0.7831423308599723	0.6133119103847903	0.0	0.0	11.358689103461176	0.0	0.0	-1.1215692216718076	-0.8366572139736843	-1.406481229369931	Mf1 and Mf2	Not Reduced	Not applied	0.14245600384906162	0.020293713032643858	3.552713678800501e-15	1.7763568394002505e-15	7.873091981859602	9.004540563951677e-15	1.7039361374862402e-14	PbGEM-295742
25	PBANKA_1034300	PBANKA_1034300_pool6	AP2 domain transcription factor AP2-G2	AP2-G2	pool6	-8.856773588482538	-6.023914948298316	-11.689632228666762	Mf1 and Mf2	Reduced	Not applied	1.4164293200921112	2.0062720188166003	4.029316880149736e-10	2.014658440074868e-10	6.252887781161277	7.230771240383649e-10	1.2937318209015475e-09	-6.651446535668947	-6.097410320166582	-7.2054827511713135	Mf1 and Mf2	Reduced	Not applied	0.2770181077511825	0.07673903202204578	0.0	0.0	24.01087275364423	0.0	0.0	PbGEM-334459
26	PBANKA_1359400	PBANKA_1359400_pool6	conserved Plasmodium protein, unknown function		pool6	-8.82644623322131	-8.662151963281238	-8.990740503161387	Mf1 and Mf2	Reduced	Not applied	0.08214713497003792	0.006748151783785628	0.0	0.0	107.44679332323204	0.0	0.0	-8.96288552740082	-8.711972266189061	-9.21379878861258	Mf1 and Mf2	Reduced	Not applied	0.12545663060587955	0.015739366162980113	0.0	0.0	71.4421030129337	0.0	0.0	PbGEM-317603
27	PBANKA_0416400	PBANKA_0416400_pool5	conserved Plasmodium protein, unknown function		pool5	-8.76303049347159	-7.75288143792973	-9.773179549013447	Mf1 and Mf2	Reduced	Not applied	0.5050745277709299	0.25510027860302786	0.0	0.0	17.349975125742134	0.0	0.0	-0.8903160416169769	-0.5032555380335597	-1.277376545200394	Mf1 and Mf2	Not Reduced	Not applied	0.1935302517917086	0.03745395835856213	4.2168594909242066e-06	2.108429745462104e-06	4.600397267995083	6.8114297735524425e-06	1.2431261903504696e-05	PbGEM-273114
28	PBANKA_0907800	PBANKA_0907800_pool2	ATP synthase-associated protein, putative		pool2	-8.619706085761353	-6.953508677403409	-10.285903494119298	Mf1 and Mf2	Reduced	Not applied	0.8330987041789715	0.6940534509046814	0.0	0.0	10.346560428582318	0.0	0.0	-1.4328587054112198	-0.947397798799547	-1.9183196120228927	Mf1 and Mf2	No Power	Not applied	0.2427304533058364	0.05891807296205684	3.5676448462140797e-09	1.7838224231070399e-09	5.903085854686067	6.823394360780609e-09	1.2531980628813965e-08	PbGEM-287946
29	PBANKA_0931000	PBANKA_0931000_pool1,pool5_2	conserved Plasmodium membrane protein, unknown function		pool1,pool5_2	-8.593012252450059	-7.830874620265383	-9.35514988463474	Mf1,Mf1 and Mf2	Reduced	Not applied,Not applied	0.3810688160923397	0.14521344259801738	0.0	0.0	22.54976500194081	0.0	0.0	-0.29870936932223136	0.4519826090038314	-1.0494013476482942	Mf1 and Mf2	Not Reduced	Not applied	0.3753459891630314	0.1408846115807745	0.4261343046318156	0.21306715231590775	0.7958240608573202	0.3216643328546453	0.526128195916707	PbGEM-290856
30	PBANKA_0918600	PBANKA_0918600_pool2	phosphatidylinositol-4-phosphate 5-kinase, putative		pool2	-8.586430145262456	-7.772913394553512	-9.3999468959714	Mf1 and Mf2	Reduced	Not applied	0.406758375354472	0.1654523759210095	0.0	0.0	21.109412037993714	0.0	0.0	0.08194169606516821	0.3658213916854654	-0.20193799955512895	Mf1 and Mf2	Not Reduced	Not applied	0.1419398478101486	0.020146920396368145	0.5637376610527451	0.7181311694736274	-0.5772987454148125	0.8618956384346615	0.6611412368543879	PbGEM-030772
31	PBANKA_1132800	PBANKA_1132800_pool3	conserved Plasmodium protein, unknown function		pool3	-8.560740025495441	-7.239433096856122	-9.88204695413476	Mf1 and Mf2	Reduced	Not applied	0.6606534643196597	0.4364629999175678	0.0	0.0	12.95798854897595	0.0	0.0	-6.919478792257005	-6.169875394652981	-7.669082189861029	Mf1 and Mf2	Reduced	Not applied	0.3748016988020124	0.14047631342487438	0.0	0.0	18.461706055159034	0.0	0.0	PbGEM-335707
32	PBANKA_1217700	PBANKA_1217700_pilot,pool2	ATP-dependent RNA helicase DDX6	DOZI	pilot,pool2	-8.531215438262015	-6.1256749243884325	-10.936755952135597	Mf1 and Mf2,Mf1 and Mf2	Reduced	Not applied,Not applied	1.2027702569367906	1.4466562909717933	1.3127277043167849e-12	6.563638521583924e-13	7.0929717367548415	2.545957923434262e-12	4.6056092772237775e-12	-5.2970330301099064	-4.963621502181836	-5.630444558037976	Mf1 and Mf2,Mf1 and Mf2	Reduced	Not applied,Not applied	0.16670576396403494	0.027790811738832532	0.0	0.0	31.77474434088965	0.0	0.0	PbGEM-305946
33	PBANKA_0505300	PBANKA_0505300_pool6	conserved Plasmodium protein, unknown function		pool6	-8.474395839933399	-5.941574658017629	-11.007217021849167	Mf1 and Mf2	Reduced	Not applied	1.2664105909578849	1.6037957848902984	2.2064572391400358e-11	1.1032286195700179e-11	6.691665325953691	4.0772158167748025e-11	7.349861045706045e-11	-1.1119070455531923	-0.8175716087316612	-1.4062424823747242	Mf1 and Mf2	Not Reduced	Not applied	0.14716771841076565	0.02165833734223041	4.1744385725905886e-14	2.0872192862952943e-14	7.555373267727809	1.0247096259882803e-13	1.9423600373210688e-13	PbGEM-329363
34	PBANKA_1428800	PBANKA_1428800_pool3	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative	SDHB	pool3	-8.430109809970771	-6.861209104858375	-9.999010515083167	Mf2	Reduced	Not applied	0.7844503525561979	0.6153623556255432	0.0	0.0	10.74651796955734	0.0	0.0	-0.4066131013565306	0.4206977921469306	-1.2339239948599918	Mf1 and Mf2	Not Reduced	Not applied	0.4136554467517306	0.17111082862737384	0.32561957810547204	0.16280978905273602	0.9829753350270116	0.25569748985990154	0.4225261330879537	PbGEM-111006
35	PBANKA_1003500	PBANKA_1003500_pool7	conserved protein, unknown function		pool7	-8.326795997114072	-7.911028183924523	-8.742563810303622	Mf1 and Mf2	Reduced	Not applied	0.2078839065947749	0.043215718621105084	0.0	0.0	40.055029432102096	0.0	0.0	0.19962484269121786	0.6999776979929923	-0.3007280126105566	Mf1 and Mf2	Not Reduced	Not applied	0.2501764276508872	0.0625882449521596	0.42490748075542095	0.7875462596222895	-0.7979362586861605	0.922998294876875	0.5256543933551686	PbGEM-333467
36	PBANKA_0806000	PBANKA_0806000_pool4,pool7_2	ubiquitin-conjugating enzyme E2, putative		pool4,pool7_2	-8.13762070746218	-7.410320494950772	-8.864920919973589	no data,Mf1 and Mf2	Reduced	applied,Not applied	0.36365010625570376	0.13224139977978466	0.0	0.0	22.37761124628997	0.0	0.0	-4.965458303127983	-3.8076124604774746	-6.1233041457784925	Mf1 and Mf2	Reduced	Not applied	0.5789229213252544	0.33515174883576665	0.0	0.0	8.577062887337735	0.0	0.0	PbGEM-236306
37	PBANKA_1116300	PBANKA_1116300_pool6	malate:quinone oxidoreductase, putative	MQO	pool6	-8.136400091587669	-7.013025659232326	-9.25977452394301	Mf1 and Mf2	Reduced	Not applied	0.5616872161776708	0.3154925288174215	0.0	0.0	14.485642288525922	0.0	0.0	0.2873618769780982	0.4737412037163808	0.1009825502398155	Mf1 and Mf2	Not Reduced	Not applied	0.09318966336914132	0.008684313358853883	0.0020449591000522016	0.998977520449974	-3.0836239405630765	1.0	0.004388035598725754	PbGEM-342604
38	PBANKA_1114400	PBANKA_1114400_pool1,pool5_2	inositol polyphosphate multikinase, putative		pool1,pool5_2	-8.091369393753062	-6.711128811300973	-9.471609976205153	Mf1,Mf1 and Mf2	Reduced	Not applied,Not applied	0.6901202912260451	0.4762660163619214	0.0	0.0	11.724578304136227	0.0	0.0	-2.5910230797723406	-1.3094023273510385	-3.872643832193643	Mf1 and Mf2	No Power	Not applied	0.6408103762106511	0.4106379382592362	5.269201378710342e-05	2.634600689355171e-05	4.0433538156701205	7.73022837559035e-05	0.0001410020197264334	PbGEM-244357
39	PBANKA_1356600	PBANKA_1356600_pool5	UDP-N-acetylglucosamine pyrophosphorylase, putative		pool5	-8.084318069427425	-6.855703490127437	-9.312932648727417	Mf1 and Mf2	Reduced	Not applied	0.6143072896499949	0.3773734461171229	0.0	0.0	13.160055570939926	0.0	0.0	0.3220261629393984	0.7240603581903873	-0.08000803231159054	Mf1 and Mf2	Not Reduced	Not applied	0.20101709762549447	0.04040787353777757	0.10915915995951007	0.9454204200202451	-1.6019839443675097	1.0	0.1622425178420847	PbGEM-343188
40	PBANKA_0715400	PBANKA_0715400_pool3	ATP synthase-associated protein, putative		pool3	-8.00090979921516	-7.6161033002417495	-8.385716298188571	Mf1 and Mf2	Reduced	Not applied	0.19240324948670556	0.03701901041304345	0.0	0.0	41.584067943551005	0.0	0.0	-0.2826809915368226	0.35649464332212033	-0.9218566263957656	Mf1 and Mf2	Not Reduced	Not applied	0.31958781742947145	0.10213637304933318	0.37641696334078656	0.18820848167039328	0.8845174193763075	0.29046531762745104	0.4765400540974222	PbGEM-281914
41	PBANKA_0407300	PBANKA_0407300_pool3	conserved Plasmodium protein, unknown function		pool3	-7.772394915672137	-7.260663332800406	-8.284126498543866	Mf2	Reduced	Not applied	0.2558657914358649	0.06546730322710151	0.0	0.0	30.37684276610442	0.0	0.0	-0.3487796861176946	-0.1522515610853435	-0.5453078111500458	Mf1 and Mf2	Not Reduced	Not applied	0.09826406251617556	0.009655825982182856	0.0003860918388332024	0.0001930459194166012	3.549412442216918	0.0005188109084321157	0.000927661894075151	PbGEM-011857
42	PBANKA_0824500	PBANKA_0824500_pool5	lipoate-protein ligase 2	LplA2	pool5	-7.744587096375437	-6.970526728723483	-8.518647464027389	Mf1 and Mf2	Reduced	Not applied	0.3870301838259759	0.14979236319236866	0.0	0.0	20.01029227182371	0.0	0.0	-1.372486101861465	-0.3968365073330308	-2.348135696389899	Mf2	No Power	Not applied	0.487824797264217	0.2379730328258745	0.004900818745672497	0.002450409372836249	2.8134816220055643	0.0055862166141257795	0.009762493571651123	PbGEM-091576
43	PBANKA_0902300	PBANKA_0902300_pilot,pool1	conserved Plasmodium protein, unknown function		pilot,pool1	-7.743516401566022	-7.206867346019209	-8.280165457112831	Mf1 and Mf2,Mf1 and Mf2	Reduced	Not applied,Not applied	0.26832452777340626	0.07199805220482146	0.0	0.0	28.85877212129201	0.0	0.0	-0.08655616663946596	0.08115370766469189	-0.2542660409436238	Mf1 and Mf2,Mf1 and Mf2	Not Reduced	Not applied,Not applied	0.08385493715207892	0.007031650484779106	0.3019722882992468	0.1509861441496234	1.0322131239868213	0.24015270631961785	0.3963783615885903	PbGEM-287226
44	PBANKA_1459800	PBANKA_1459800_pool2	conserved Plasmodium protein, unknown function		pool2	-7.658494981279572	-6.323386938296723	-8.993603024262422	Mf1 and Mf2	Reduced	Not applied	0.6675540214914247	0.4456283716093735	0.0	0.0	11.472472241526226	0.0	0.0	-0.017569398709201527	1.239969482591725	-1.275108280010128	Mf1 and Mf2	Not Reduced	Not applied	0.6287694406504631	0.3953510094958964	0.9777080006398942	0.4888540003199471	0.027942513699498427	0.6363266580365073	0.9816440231867536	PbGEM-341067
45	PBANKA_1223200	PBANKA_1223200_pool5	coenzyme Q-binding protein COQ10 homolog, mitochondrial, putative	COQ10	pool5	-7.650654574655942	-6.3337854783843435	-8.967523670927537	Mf1 and Mf2	Reduced	Not applied	0.6584345481357983	0.4335360541787928	0.0	0.0	11.619461032713064	0.0	0.0	-0.781981281390843	-0.3300086832164926	-1.2339538795651934	Mf1 and Mf2	Not Reduced	Not applied	0.2259862990871752	0.0510698073751182	0.0005395659894096294	0.0002697829947048147	3.460303941210128	0.0007127529542307287	0.0012743158878670605	PbGEM-536243
46	PBANKA_0704100	PBANKA_0704100_pool6	ubiquitin conjugation factor E4 B, putative	UBE4B	pool6	-7.648722314967163	-7.447713770678733	-7.84973085925559	Mf1 and Mf2	Reduced	Not applied	0.10050427214421406	0.010101108719238243	0.0	0.0	76.10345462720204	0.0	0.0	-1.782841712592958	-0.8964457414361686	-2.669237683749748	Mf1 and Mf2	No Power	Not applied	0.4431979855783946	0.1964244544207469	5.754072990837855e-05	2.8770364954189283e-05	4.022675577521554	8.362854335168772e-05	0.00015266657488457032	PbGEM-088775
47	PBANKA_0827400	PBANKA_0827400_pool1,pool5_2	conserved Plasmodium protein, unknown function		pool1,pool5_2	-7.638567011423863	-6.831143326057773	-8.445990696789956	no data,Mf1 and Mf2	Reduced	applied,Not applied	0.4037118426830456	0.16298325192254015	0.0	0.0	18.920839578691545	0.0	0.0	-0.2397872414123382	-0.038634919051515504	-0.4409395637731609	Mf1 and Mf2	Not Reduced	Not applied	0.10057616118041136	0.010115564197788085	0.017119276844044684	0.008559638422022342	2.38413594830104	0.017969476619969463	0.030983654897712223	PbGEM-259700
48	PBANKA_0102200	PBANKA_0102200_pool7	trophozoite exported protein 1, putative	TEX1	pool7	-7.570964491526555	-7.201413829151101	-7.940515153902007	Mf1 and Mf2	Reduced	Not applied	0.18477533118772654	0.03414192301553404	0.0	0.0	40.973892147078146	0.0	0.0	-5.288862069243026	-3.930662474662931	-6.647061663823122	Mf1 and Mf2	Reduced	Not applied	0.6790997972900478	0.4611765346793839	6.8833827526759706e-15	3.4416913763379853e-15	7.788048369839403	1.737566455989258e-14	3.2887273151674076e-14	PbGEM-266212
49	PBANKA_1447100	PBANKA_1447100_pool5	CWC16 domain-containing protein, putative		pool5	-7.559179040486799	-7.0289784189654725	-8.089379662008128	Mf1 and Mf2	Reduced	Not applied	0.26510031076066354	0.07027817476540038	0.0	0.0	28.514410333193982	0.0	0.0	-5.628219471957982	-5.001646951629934	-6.2547919922860284	Mf1	Reduced	Not applied	0.3132862601640236	0.09814828080756027	0.0	0.0	17.965101530502103	0.0	0.0	PbGEM-340627
