	pbanka_id	old_pbanka_id	gene_description	gene_shortname	pool	GCKO2_RGR	GCKO2_sd	GCKO2_var	GCKO2_diff_max	GCKO2_diff_min	GCKO2_pheno	GCKO2_relative_filter	GCKO2_feed	GCKO2_pvalue	GCKO2_fdr	g145480_RGR	g145480_sd	g145480_var	g145480_diff_max	g145480_diff_min	g145480_pheno	g145480_relative_filter	g145480_feed	g145480_pvalue	g145480_fdr	Male gametcytes	difference.x	differencesd.x	p.x	diffmax.x	diffmin.x	phenotype.x	Condition.y	Female gametocytes	differencesd.y	p.y	diffmax.y	diffmin.y	power.y	minmax	B2toMG_RGR	B2toMG_SD	B2toMG_pheno	MGtoSG_RGR	MGtoSG_SD	MGtoSG_pheno	SGtoB2_RGR	SGtoB2_SD	SGtoB2_pheno	blood_RGR	blood_SD	blood_pheno
10	PBANKA_0312700	PBANKA_031270	DEAD/DEAH box helicase, putative	NaN	pilot,pool3	-2.045581216902898	0.3223004678143205	0.10387759155332983	-1.400980281274257	-2.690182152531539	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf2	1.0990963694723631e-10	3.8662903262412783e-10	-9.407997196519519	0.4090093970354408	0.16728868686329482	-8.589978402448638	-10.226015990590401	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0																-2.559122479	0.087632389	reduced	-1.916008264	0.117662955	reduced	-3.154170785	0.512288025	reduced	0.970015422	0.038094663	Dispensable
11	PBANKA_1459100	PBANKA_145910	conserved Plasmodium protein, unknown function	NaN	pool2	-10.052586869498477	2.0428340375048086	4.173170904788199	-5.9669187944888575	-14.138254944508093	Reduced	Not applied	Mf1 and Mf2	4.3073047562014466e-07	1.2452026477018728e-06	-9.362607859524447	2.6495660161479706	7.020200073926232	-4.063475827228505	-14.661739891820387	Reduced	Not applied	Mf1 and Mf2	0.0002049408197299929	0.0005877072122718566	GFPsort	0.464597596	0.114173155	0.999976416	0.6929439070000001	0.236251285	notreduced	RFPsort	0.42189619	0.11935245300000001	0.999796017	0.660601096	0.183191285	notreduced	0.660601096	-9.077705991	0.283662902	reduced	-1.966634861	0.37224884700000005	reduced	-0.27887851	0.470632131	nopower	0.999464984	0.051982828	Dispensable
12	PBANKA_0513900	PBANKA_051390	conserved Plasmodium protein, unknown function	NaN	pool6	-1.8250093680662989	0.2445691890770963	0.05981408824582848	-1.335870989912106	-2.314147746220492	No Power	applied	no data			-9.351208613629966	0.1342711410559461	0.01802873932046577	-9.082666331518077	-9.61975089574186	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	-1.362001605	0.451201852	0.001269694	-0.4595979	-2.2644053090000003	nopower	RFPsort	-0.094881497	0.39063595700000003	0.404045376	0.686390417	-0.8761534120000001	notreduced	-0.4595979	-1.135445128	0.159221954	nopower	-0.22254036800000002	0.18740338399999998	notreduced	0.11775319199999999	0.934069541	nopower	0.707493503	0.070438798	Slow
13	PBANKA_0805500	PBANKA_080550	conserved Plasmodium protein, unknown function	NaN	pool3	-0.4193713343867053	0.1828980339559584	0.033451690824954916	-0.053575266474788434	-0.7851674022986221	Not Reduced	Not applied	Mf2	0.010926183676147616	0.02210258529907724	-9.329328880192405	0.1909510616924183	0.036462307961461736	-8.947426756807566	-9.711231003577241	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	-0.032463652999999995	0.392732195	0.467060531	0.753000737	-0.817928042	notreduced	RFPsort	0.277266248	0.374105411	0.77069715	1.02547707	-0.470944574	notreduced	0.753000737	-0.74807088	0.087558632	notreduced	-0.308276787	0.084660846	notreduced	-1.6280796690000001	0.20103171600000003	reduced	1.04797266	0.068930805	Dispensable
14	PBANKA_1417700	PBANKA_141770	conserved Plasmodium protein, unknown function	NaN	pool1	-0.12976093938302755	0.20086403378849366	0.04034636006978511	0.2719671281939597	-0.5314890069600148	No Power	applied	no data			-9.315975448703133	0.1206248597657689	0.01455035679351141	-9.074725729171591	-9.55722516823467	Reduced	Not applied	Mf1	0.0	0.0	GFPsort	-0.13443222800000001	0.150235012	0.185443555	0.166037796	-0.43490225200000004	notreduced	RFPsort	-0.154995344	0.163538146	0.171625152	0.17208094699999998	-0.482071635	notreduced	0.166037796	-0.570845216	0.761112882	nopower	-0.502153981	0.7149532609999999	nopower	0.81305127	0.887381491	notreduced	0.866438134	0.102466611	Dispensable
15	PBANKA_0930800	PBANKA_093080	conserved Plasmodium protein, unknown function	NaN	pool3	-0.486709365636761	0.9470652947112879	0.8969326724465787	1.407421223785815	-2.380839955059337	No Power	Not applied	Mf1 and Mf2	0.3036563356606853	0.4835834997594402	-9.313058267960788	0.18212057762268236	0.03316790479361946	-8.948817112715423	-9.677299423206152	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	-0.050746868	0.16816937199999998	0.381417336	0.285591877	-0.387085612	notreduced	RFPsort	-0.10254093	0.176486182	0.28061553300000003	0.250431434	-0.455513293	notreduced	0.250431434	0.9709886759999999	0.626523533	notreduced	-1.51722205	0.640700798	nopower	0.8441276870000001	0.675105779	notreduced	0.937638325	0.050832367	Dispensable
16	PBANKA_1143200	PBANKA_114320	conserved Plasmodium protein, unknown function	NaN	pool3	-9.141654966879104	0.1434475298188847	0.02057719381113981	-8.854759907241334	-9.428550026516872	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-9.271844981741475	0.2733138220337035	0.07470044531467095	-8.725217337674067	-9.81847262580888	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	0.39390462	0.154099038	0.994708556	0.702102696	0.08570654400000001	notreduced	RFPsort	0.20632047899999997	0.160993298	0.8999992	0.528307075	-0.115666117	notreduced	0.528307075	-11.94412179	0.417570296	reduced	-1.51212156	0.47786289	nopower	-0.301954967	0.6653766170000001	nopower	1.00867203	0.059662571	Dispensable
17	PBANKA_1363200	PBANKA_136320	ubiquitin-activating enzyme E1, putative	NaN	pool6	-6.112772578810495	0.3744681703030366	0.14022641057010402	-5.363836238204423	-6.861708919416567	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-9.218812625947557	0.8215529706726097	0.6749492836209898	-7.575706684602338	-10.861918567292776	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	0.09199232	0.116186489	0.7857509540000001	0.324365298	-0.14038065800000002	notreduced	RFPsort	-0.04396428	0.12441876699999999	0.361910295	0.20487325399999998	-0.292801814	notreduced	0.20487325399999998	-4.713677429	0.609664226	reduced	-3.1241384830000003	0.922274825	reduced	1.562229078	0.897204296	notreduced	0.735642587	0.058370276	Slow
18	PBANKA_1038700	PBANKA_103870	tetratricopeptide repeat protein, putative	NaN	pool3	-0.16700775232132958	0.22345909487969892	0.04993396708445429	0.2799104374380683	-0.6139259420807275	Not Reduced	Not applied	Mf1 and Mf2	0.22741860063381925	0.3750991441989343	-9.216861397113126	0.19136602375354567	0.0366209550472426	-8.834129349606037	-9.599593444620217	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	0.02258029	0.237130085	0.537931237	0.496840461	-0.45167988	notreduced	RFPsort	0.068773294	0.24999672399999998	0.6083790570000001	0.568766742	-0.431220155	notreduced	0.496840461	-4.390240389	0.427536515	reduced	0.598896174	0.47394406299999997	notreduced	-2.177221444	0.641533494	nopower	1.083015504	0.070671339	Dispensable
19	PBANKA_1109600	PBANKA_110960	conserved Plasmodium protein, unknown function	NaN	pool1	0.3311465599793189	0.17296217787610615	0.029915914975645788	0.6770709157315312	-0.014777795772893397	Not Reduced	Not applied	Mf2	0.9722257139835352	1.0	-9.209561996395497	1.5693112911446452	2.4627379285140734	-6.0709394141062045	-12.348184578684785	Reduced	Not applied	Mf1 and Mf2	2.198281223719789e-09	8.946716596099754e-09	GFPsort	-0.371618231	0.164510175	0.011943631000000001	-0.04259788	-0.700638581	notreduced	RFPsort	-0.386274268	0.16275210199999998	0.008812813000000001	-0.060770064000000006	-0.7117784709999999	notreduced	-0.060770064000000006	-1.91945915	0.42309241799999997	reduced	-1.026165425	0.543474993	nopower	0.230068309	0.7105685140000001	nopower	0.981134361	0.079299314	Dispensable
20	PBANKA_0404300	PBANKA_040430	P-loop containing nucleoside triphosphate hydrolase, putative	NaN	pool3	0.2413029699365717	0.07245193061075722	0.0052492822492259785	0.3862068311580862	0.0963991087150573	Not Reduced	Not applied	Mf2	0.9995665881833804	1.0	-9.16200087003976	0.29233464877303666	0.0854595468732547	-8.577331572493687	-9.746670167585831	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	0.37172138600000004	0.227354803	0.948973763	0.826430991	-0.08298822	notreduced	RFPsort	-0.000789897	0.255578772	0.498767023	0.510367648	-0.511947441	notreduced	0.510367648	-0.21317878699999998	0.69101305	nopower	-0.294402288	0.6831820909999999	nopower	0.709105905	0.757345913	notreduced	0.904275314	0.080638457	Dispensable
21	PBANKA_1030100	PBANKA_103010	actin II	ACT2	pilot,pool1	0.1580128352093854	0.15141648664745785	0.022926952428659785	0.4608458085043011	-0.14482013808553032	Not Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.8516564842638175	1.0	-9.152752697357373	0.3460045367583628	0.1197191394573692	-8.460743623840647	-9.844761770874095	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0	GFPsort	-0.029142362	0.113371603	0.398569434	0.197600843	-0.255885568	notreduced	RFPsort	0.13654082	0.11312931	0.886273277	0.36279944	-0.0897178	notreduced	0.197600843	-0.764119897	0.266581128	nopower	-0.50974444	0.35328008	nopower	-0.196977017	0.564378195	nopower	0.971323084	0.05074125	Dispensable
22	PBANKA_0824400	PBANKA_082440	cyclin-dependent kinases regulatory subunit, putative	NaN	pool3	1.0524595437121942	0.28579700827796994	0.08167992994063804	1.624053560268134	0.480865527156254	Not Reduced	Not applied	Mf1 and Mf2	0.999884540186564	1.0	-9.134371057671327	0.26812218352353223	0.0718895052974267	-8.598126690624264	-9.670615424718394	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	0.43678146799999995	0.17456856699999998	0.9938263940000001	0.785918601	0.087644335	notreduced	RFPsort	0.6932864000000001	0.180509897	0.999938661	1.054306194	0.332266605	notreduced	0.785918601	-0.461436753	0.457820299	nopower	-1.267269134	0.122980721	reduced	-1.6499833519999998	0.284044949	reduced	0.9568745	0.078808477	Dispensable
23	PBANKA_0921600	PBANKA_092160	RNA-binding protein, putative	NaN	pool2	-0.3542458862626154	0.19358081122224705	0.03747353047346325	0.032915736181878714	-0.7414075087071095	Not Reduced	Not applied	Mf1 and Mf2	0.033627672436019274	0.06488834851125079	-9.083560590172576	0.2460565171465561	0.06054380963029346	-8.591447555879464	-9.575673624465688	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	0.059511731	0.045437624	0.904859055	0.150386978	-0.031363517	notreduced	RFPsort	0.18016574	0.043914362	0.999979579	0.267994464	0.092337016	notreduced	0.150386978	-0.9752341659999999	0.820322856	nopower	0.05361965	0.765933043	nopower	-0.00448465	0.722699379	nopower	1.030936536	0.028316777	Dispensable
24	PBANKA_1034100	PBANKA_103410	FANCJ-like helicase, putative	FANCJ	pool6	-0.2100616800872091	0.15026126992652156	0.022578449239930968	0.090460859765834	-0.5105842199402522	Not Reduced	Not applied	Mf1 and Mf2	0.08106010620379056	0.14746632593138098	-9.073198799384317	0.22286328458325194	0.049668043615235545	-8.62747223021781	-9.51892536855082	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	0.721544086	0.238395255	0.9987636870000001	1.198334596	0.24475357600000003	notreduced	RFPsort	0.532891972	0.263158234	0.978565644	1.05920844	0.006575504	notreduced	1.05920844	-0.911840375	0.269026845	nopower	-1.478736124	0.265251721	nopower	0.13335313599999998	0.327274511	notreduced	0.784461239	0.041266041	Slow
25	PBANKA_0510600	PBANKA_051060	cell division cycle protein 20 homolog	CDC20	pilot,pool1,pool2,pool3,pool4,pool6	0.2376643853374713	0.10981550133534217	0.012059444333532536	0.4572953880081556	0.018033382666786973	Not Reduced	Not applied,Not applied,Not applied,Not applied,Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2,Mf1 and Mf2,Mf1,Mf1 and Mf2,Mf1 and Mf2	0.9847760842134191	1.0	-9.050193465603694	0.6060083082420425	0.3672460696583825	-7.838176849119608	-10.26221008208778	Reduced	Not applied,Not applied,Not applied,Not applied,Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2,Mf1 and Mf2,Mf1,Mf1 and Mf2,Mf1 and Mf2	0.0	0.0	GFPsort	-0.038886058	0.16602418900000002	0.407407391	0.293162319	-0.37093443600000003	notreduced	RFPsort	0.18487296399999997	0.173729467	0.8563679959999999	0.532331898	-0.162585971	notreduced	0.293162319	-1.975845031	0.361810422	reduced	0.33855419999999997	0.399000563	notreduced	-0.830052089	0.581676719	nopower	1.050876759	0.059428163	Dispensable
26	PBANKA_0720200	PBANKA_072020	protein SOC1	SOC1	pool6	-3.9088802057065206	1.0033480193404103	1.0067072479143242	-1.9021841670256998	-5.91557624438734	Reduced	Not applied	Mf1 and Mf2	4.893012083750925e-05	0.0001211820749714014	-9.033210385291603	0.8323593255510471	0.6928220468317937	-7.368491734189511	-10.697929036393699	Reduced	Not applied	Mf1 and Mf2	0.0	0.0																-3.776057891	0.361407669	reduced	-5.234117624	0.643395093	reduced	-2.35774362	1.5235931580000002	nopower	0.830771789	0.062347805	Slow
27	PBANKA_0413400	PBANKA_041340	zinc finger protein, putative	NaN	pilot,pool2	0.7638009088098731	0.2545191024857633	0.06477997353015848	1.2728391137813997	0.2547627038383464	Not Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.9986543376254738	1.0	-9.029578920494664	0.186624119467655	0.034828561967077565	-8.656330681559353	-9.402827159429977	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0	GFPsort	-2.226937403	0.319072505	1.48e-12	-1.588792393	-2.865082413	reduced	RFPsort	0.69458178	0.17710992	0.9999560470000001	1.04880162	0.34036194	notreduced	-1.588792393	-0.92632462	0.259385524	nopower	-0.595194533	0.252221054	nopower	-0.348008495	0.281152797	notreduced	1.040144027	0.096075714	Dispensable
28	PBANKA_0828200	PBANKA_082820	conserved Plasmodium protein, unknown function	NaN	pool3	-0.4112013812494672	0.6322726527001461	0.3997687073524796	0.8533439241508249	-1.6757466866497597	No Power	applied	no data			-9.025319553909492	0.14815291998611285	0.02194928770041156	-8.729013713937267	-9.321625393881718	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	0.414191606	0.323554397	0.899750245	1.0613004	-0.232917187	notreduced	RFPsort	0.463582347	0.35603197200000003	0.9035555940000001	1.175646292	-0.248481598	notreduced	1.0613004	-1.558707673	0.161745226	reduced	-0.7401924409999999	0.211984084	nopower	-0.474719216	0.301605846	nopower	1.005822714	0.073542897	Dispensable
29	PBANKA_0202700	PBANKA_020270	kinesin-8, putative	NaN	pool1	-1.2982997405277792	0.4164429247023052	0.17342470953460987	-0.4654138911231688	-2.131185589932389	No Power	applied	no data			-9.017048285881602	0.10382063931388573	0.010778725147543952	-8.80940700725383	-9.224689564509372	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	-0.632955362	0.167681227	8.01e-05	-0.297592908	-0.968317815	notreduced	RFPsort	0.265769488	0.15088077	0.960919176	0.567531029	-0.035992052999999996	notreduced	-0.297592908	-1.048844283	0.19162332699999998	nopower	-0.845560985	0.214738032	nopower	-1.165266471	0.363143626	nopower	0.970232619	0.078992351	Dispensable
30	PBANKA_0100800	PBANKA_010080	zinc finger protein, putative	NaN	pool3	-6.404254101433536	0.4907283329992916	0.24081429680826366	-5.422797435434953	-7.385710767432118	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-9.003016437742016	0.5504907433526234	0.30304005851692384	-7.902034951036768	-10.103997924447263	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	-0.19801942399999997	0.22208736199999998	0.18629604100000002	0.2461553	-0.6421941489999999	notreduced	RFPsort	-0.925588227	0.300393686	0.001030665	-0.324800855	-1.5263755980000002	nopower	-0.324800855	-10.78038971	0.268245609	reduced	-0.394074816	0.38625031299999996	nopower	-0.79920792	0.5465366389999999	nopower	1.000788455	0.056765914	Dispensable
31	PBANKA_0824600	PBANKA_082460	conserved protein, unknown function	NaN	pool3	-0.14232638590590452	0.4741707053303075	0.2248378577934413	0.8060150247547104	-1.0906677965665197	Not Reduced	Not applied	Mf1 and Mf2	0.3820281146014604	0.5897327205983709	-8.979835428254125	0.6868626246406481	0.4717802651282398	-7.60611017897283	-10.35356067753542	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	0.572841955	0.155046434	0.9998899040000001	0.8829348229999999	0.262749087	notreduced	RFPsort	0.47246128299999995	0.164410114	0.9979713709999999	0.80128151	0.143641055	notreduced	0.80128151	-1.197653987	0.161192679	nopower	-0.260848839	0.180201841	notreduced	-0.471782715	0.227370488	notreduced	1.04160468	0.073131672	Dispensable
32	PBANKA_1359400	PBANKA_135940	conserved Plasmodium protein, unknown function	NaN	pool6	-8.82644623322131	0.08214713497003792	0.006748151783785628	-8.662151963281238	-8.990740503161387	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-8.96288552740082	0.12545663060587955	0.015739366162980113	-8.711972266189061	-9.21379878861258	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	-2.6901768460000004	1.230641437	0.014407961	-0.228893973	-5.15145972	nopower	RFPsort	-2.423620642	1.16033503	0.018366248	-0.102950581	-4.744290703	nopower	-0.228893973	-10.75948902	0.9203689290000001	reduced	2.8226367760000004	1.109578668	notreduced	-2.225900238	1.548611472	nopower	0.665986776	0.056486126	Slow
33	PBANKA_1303100	PBANKA_130310	conserved Plasmodium protein, unknown function	NaN	pool4	-0.05827648316187015	0.7145602972778767	0.5105964184458476	1.3708441113938834	-1.4873970777176235	No Power	Not applied	Mf1 and Mf2	0.4675000051074519	0.6921089461087976	-8.929389176626811	2.284975351360492	5.221112356325003	-4.3594384739058265	-13.499339879347794	Reduced	Not applied	Mf1 and Mf2	4.655647561790932e-05	0.00014133757418857159	GFPsort	-0.028199797999999998	0.17461875899999998	0.435852357	0.32103772	-0.377437316	notreduced	RFPsort	-0.026816662999999998	0.18604605899999999	0.442694994	0.34527545600000004	-0.398908781	notreduced	0.32103772	-1.400659585	0.15808333900000002	reduced	-0.179474507	0.186494473	notreduced	-1.171589094	0.328164363	nopower	1.075123347	0.067693933	Dispensable
34	PBANKA_0702000	PBANKA_070200	conserved protein, unknown function	NaN	pool3	0.4575413913487904	0.2212938923037468	0.04897098677094228	0.9001291759562841	0.01495360674129681	Not Reduced	Not applied	Mf2	0.9806599277768141	1.0	-8.789335939215112	0.14640693261535592	0.02143498991783737	-8.496522073984401	-9.082149804445828	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	GFPsort	0.065429155	0.279292478	0.592611349	0.624014111	-0.493155801	notreduced	RFPsort	0.369026044	0.281182881	0.9053083740000001	0.931391807	-0.193339719	notreduced	0.624014111	-1.5534386169999999	0.15776088300000002	reduced	-0.376849823	0.18253934	notreduced	0.146017406	0.198472562	notreduced	1.001445709	0.043622086	Dispensable
