	pbanka_id	Gene IDs	gene_product	gene_symbol	pool	GCKO2_RGR	GCKO2_sd	GCKO2_var	GCKO2_diff_max	GCKO2_diff_min	GCKO2_pheno	GCKO2_relative_filter	GCKO2_feed	GCKO2_pvalue	GCKO2_fdr	g145480_RGR	g145480_sd	g145480_var	g145480_diff_max	g145480_diff_min	g145480_pheno	g145480_relative_filter	g145480_feed	g145480_pvalue	g145480_fdr
19	PBANKA_1109600	PBANKA_1109600_pool1	conserved Plasmodium protein, unknown function	NA	pool1	0.3311465599793189	0.17296217787610615	0.029915914975645788	0.6770709157315312	-0.014777795772893398	Not Reduced	Not applied	Mf2	0.9722257139835352	1.0	-9.209561996395495	1.5693112911446452	2.4627379285140734	-6.0709394141062045	-12.348184578684785	Reduced	Not applied	Mf1 and Mf2	2.198281223719789e-09	8.946716596099754e-09
20	PBANKA_0404300	PBANKA_0404300_pool3	P-loop containing nucleoside triphosphate hydrolase, putative	NA	pool3	0.24130296993657174	0.07245193061075722	0.005249282249225979	0.3862068311580862	0.0963991087150573	Not Reduced	Not applied	Mf2	0.9995665881833805	1.0	-9.16200087003976	0.29233464877303666	0.0854595468732547	-8.577331572493687	-9.746670167585833	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
21	PBANKA_1030100	PBANKA_1030100_pilot,pool1	actin II	ACT2	pilot,pool1	0.1580128352093854	0.15141648664745785	0.022926952428659785	0.4608458085043011	-0.14482013808553032	Not Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.8516564842638175	1.0	-9.152752697357371	0.3460045367583628	0.11971913945736921	-8.460743623840646	-9.844761770874097	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0
22	PBANKA_0824400	PBANKA_0824400_pool3	cyclin-dependent kinases regulatory subunit, putative	NA	pool3	1.052459543712194	0.28579700827797	0.08167992994063804	1.624053560268134	0.48086552715625397	Not Reduced	Not applied	Mf1 and Mf2	0.9998845401865639	1.0	-9.134371057671329	0.26812218352353223	0.0718895052974267	-8.598126690624264	-9.670615424718394	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
23	PBANKA_0921600	PBANKA_0921600_pool2	RNA-binding protein, putative	NA	pool2	-0.3542458862626154	0.19358081122224705	0.03747353047346325	0.03291573618187871	-0.7414075087071095	Not Reduced	Not applied	Mf1 and Mf2	0.033627672436019274	0.06488834851125079	-9.083560590172576	0.2460565171465561	0.06054380963029346	-8.591447555879464	-9.575673624465688	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
24	PBANKA_1034100	PBANKA_1034100_pool6	FANCJ-like helicase, putative	FANCJ	pool6	-0.2100616800872091	0.15026126992652156	0.02257844923993097	0.09046085976583401	-0.5105842199402522	Not Reduced	Not applied	Mf1 and Mf2	0.08106010620379056	0.147466325931381	-9.073198799384315	0.22286328458325194	0.049668043615235545	-8.62747223021781	-9.51892536855082	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
25	PBANKA_0510600	PBANKA_0510600_pilot,pool1,pool2,pool3,pool4,pool6	cell division cycle protein 20 homolog	CDC20	pilot,pool1,pool2,pool3,pool4,pool6	0.2376643853374713	0.10981550133534217	0.012059444333532536	0.4572953880081556	0.018033382666786973	Not Reduced	Not applied,Not applied,Not applied,Not applied,Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2,Mf1 and Mf2,Mf1,Mf1 and Mf2,Mf1 and Mf2	0.984776084213419	1.0	-9.050193465603694	0.6060083082420425	0.36724606965838247	-7.838176849119609	-10.26221008208778	Reduced	Not applied,Not applied,Not applied,Not applied,Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2,Mf1 and Mf2,Mf1,Mf1 and Mf2,Mf1 and Mf2	0.0	0.0
26	PBANKA_0720200	PBANKA_0720200_pool6	protein SOC1	SOC1	pool6	-3.9088802057065206	1.0033480193404103	1.0067072479143242	-1.9021841670257	-5.915576244387341	Reduced	Not applied	Mf1 and Mf2	4.893012083750925e-05	0.00012118207497140141	-9.033210385291605	0.832359325551047	0.6928220468317937	-7.3684917341895115	-10.697929036393699	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
27	PBANKA_0413400	PBANKA_0413400_pilot,pool2	zinc finger protein, putative	NA	pilot,pool2	0.7638009088098731	0.2545191024857633	0.06477997353015848	1.2728391137813997	0.2547627038383464	Not Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.9986543376254738	1.0	-9.029578920494664	0.186624119467655	0.034828561967077565	-8.656330681559353	-9.402827159429975	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0
28	PBANKA_0828200	PBANKA_0828200_pool3	conserved Plasmodium protein, unknown function	NA	pool3	-0.4112013812494672	0.6322726527001461	0.39976870735247955	0.8533439241508249	-1.6757466866497595	No Power	applied	no data			-9.025319553909492	0.14815291998611285	0.021949287700411556	-8.729013713937267	-9.321625393881718	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
29	PBANKA_0202700	PBANKA_0202700_pool1	kinesin-8, putative	NA	pool1	-1.2982997405277792	0.4164429247023052	0.17342470953460987	-0.4654138911231688	-2.1311855899323895	No Power	applied	no data			-9.017048285881602	0.10382063931388572	0.010778725147543952	-8.80940700725383	-9.224689564509374	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
30	PBANKA_0100800	PBANKA_0100800_pool3	zinc finger protein, putative	NA	pool3	-6.404254101433536	0.4907283329992916	0.24081429680826363	-5.422797435434953	-7.385710767432119	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-9.003016437742016	0.5504907433526234	0.30304005851692384	-7.902034951036769	-10.103997924447263	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
31	PBANKA_0824600	PBANKA_0824600_pool3	conserved protein, unknown function	NA	pool3	-0.14232638590590452	0.4741707053303075	0.2248378577934413	0.8060150247547104	-1.0906677965665195	Not Reduced	Not applied	Mf1 and Mf2	0.38202811460146036	0.5897327205983709	-8.979835428254125	0.6868626246406481	0.4717802651282398	-7.606110178972829	-10.353560677535421	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
32	PBANKA_1359400	PBANKA_1359400_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-8.826446233221311	0.08214713497003792	0.0067481517837856275	-8.662151963281236	-8.990740503161387	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-8.96288552740082	0.12545663060587955	0.015739366162980113	-8.711972266189061	-9.213798788612579	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
33	PBANKA_1303100	PBANKA_1303100_pool4	conserved Plasmodium protein, unknown function	NA	pool4	-0.058276483161870146	0.7145602972778767	0.5105964184458476	1.3708441113938834	-1.4873970777176235	No Power	Not applied	Mf1 and Mf2	0.46750000510745193	0.6921089461087976	-8.929389176626811	2.284975351360492	5.221112356325003	-4.359438473905827	-13.499339879347795	Reduced	Not applied	Mf1 and Mf2	4.655647561790932e-05	0.0001413375741885716
34	PBANKA_0702000	PBANKA_0702000_pool3	conserved protein, unknown function	NA	pool3	0.45754139134879035	0.22129389230374677	0.048970986770942276	0.900129175956284	0.01495360674129681	Not Reduced	Not applied	Mf2	0.980659927776814	1.0	-8.789335939215114	0.14640693261535592	0.02143498991783737	-8.496522073984401	-9.082149804445827	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
35	PBANKA_1425800	PBANKA_1425800_pool1	conserved Plasmodium protein, unknown function	NA	pool1	0.20418682620363482	0.14577170647180718	0.02124939040770271	0.4957302391472492	-0.08735658673997954	Not Reduced	Not applied	Mf1 and Mf2	0.9193526103908132	1.0	-8.742888872661876	0.23138968407145	0.053541185894685435	-8.280109504518975	-9.205668240804776	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
36	PBANKA_0612300	PBANKA_0612300_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-5.379996574982694	0.17273268365639	0.029836580003138498	-5.034531207669914	-5.725461942295474	No Power	applied	no data			-8.730561213744366	0.1355920081078436	0.01838519266271753	-8.45937719752868	-9.001745229960052	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
37	PBANKA_1202300	PBANKA_1202300_pool4	conserved Plasmodium protein, unknown function	NA	pool4	1.921735431052889	0.3263765233519133	0.10652163499528203	2.5744884777567156	1.2689823843490622	Increased	Not applied	Mf1	0.9999999980466175	1.0	-8.679287457171537	0.5285950330208886	0.2794127089343544	-7.62209739112976	-9.736477523213313	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
38	PBANKA_0622000	PBANKA_0622000_pool3	conserved Plasmodium protein, unknown function	NA	pool3	-0.5442271416955938	1.4713961624411307	2.1650066668464865	2.3985651831866677	-3.487019466577855	No Power	applied	no data			-8.628311437848671	0.22569431269152848	0.05093792278130143	-8.176922812465614	-9.079700063231728	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
39	PBANKA_0828900	PBANKA_0828900_pool3	conserved Plasmodium protein, unknown function	NA	pool3	-0.024203241416082124	0.11310990323172447	0.012793850209090074	0.20201656504736681	-0.25042304787953107	Not Reduced	Not applied	Mf1 and Mf2	0.41528138087191313	0.6282238267991016	-8.618902207459254	0.16921476051690865	0.028633635176794743	-8.280472686425437	-8.95733172849307	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
40	PBANKA_1139800	PBANKA_1139800_pilot,pool4	nuclear fusion protein	GEX1	pilot,pool4	-6.034905651627501	0.19946434697974416	0.03978602571605577	-5.635976957668012	-6.433834345586989	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf2	0.0	0.0	-8.561586810659161	0.13593598896811995	0.01847859309674083	-8.289714832722922	-8.8334587885954	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf2	0.0	0.0
41	PBANKA_1216800	PBANKA_1216800_pool2	conserved Plasmodium protein, unknown function	NA	pool2	0.5932084049923142	0.20754109967766834	0.04307330805541587	1.008290604347651	0.1781262056369775	Not Reduced	Not applied	Mf1 and Mf2	0.9978702080619433	1.0	-8.555026586196652	0.24336935723521527	0.05922864404108183	-8.068287871726222	-9.041765300667082	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
42	PBANKA_1115200	PBANKA_1115200_pool2	conserved Plasmodium protein, unknown function	NA	pool2	-9.680778366893893	0.5078328467494498	0.2578942002376502	-8.665112673394994	-10.696444060392793	Reduced	Not applied	Mf1	0.0	0.0	-8.515502217972452	0.2157091630497146	0.046530443023608356	-8.084083891873023	-8.946920544071881	Reduced	Not applied	Mf1	0.0	0.0
43	PBANKA_1018300	PBANKA_1018300_pool1	dynein intermediate chain, putative	NA	pool1	0.7710413157639345	0.47540872026157066	0.22601345130074432	1.7218587562870757	-0.1797761247592068	Not Reduced	Not applied	Mf1 and Mf2	0.9475821937683355	1.0	-8.493909794309644	0.1457805028392613	0.021251955008067872	-8.202348788631122	-8.785470799988166	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
44	PBANKA_1433200	PBANKA_1433200_pool3	anaphase-promoting complex subunit 10, putative	APC10	pool3	-0.09048009815795977	0.19693669032148697	0.03878405999478126	0.3033932824850142	-0.4843534788009337	Not Reduced	Not applied	Mf2	0.32296001670837693	0.5054197111873222	-8.481876978442198	0.14811157334963151	0.02193703816010328	-8.185653831742934	-8.778100125141462	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
45	PBANKA_1437500	PBANKA_1437500_pilot,pool4	AP2 domain transcription factor AP2-G	AP2-G	pilot,pool4	-12.408197852412425	1.1806769711456624	1.3939981101936951	-10.0468439101211	-14.76955179470375	Reduced	Not applied,applied	Mf1 and Mf2,no data	0.0	0.0	-8.449146099240917	0.12296763618010245	0.015121039547722042	-8.203210826880712	-8.695081371601121	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0
46	PBANKA_1015200	PBANKA_1015200_pool6	diphthamide biosynthesis protein 2, putative	DPH2	pool6	-9.172143186232375	0.2104747593504433	0.044299624323627024	-8.751193667531489	-9.593092704933262	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-8.44848903135879	0.17868555986101725	0.031928529302845184	-8.091117911636756	-8.805860151080823	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
47	PBANKA_1235900	PBANKA_1235900_pool2	zinc finger protein, putative	NA	pool2	-7.241771442203008	0.3172967245036701	0.1006772113807579	-6.607177993195668	-7.876364891210349	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-8.378192615690136	1.322079429618396	1.7478940182201033	-5.734033756453344	-11.022351474926928	Reduced	Not applied	Mf1 and Mf2	1.1704026636749632e-10	5.219211878206055e-10
48	PBANKA_0405600	PBANKA_0405600_pool4	microtubule-associated protein RP/EB family, putative	EB1	pool4	0.48009946071099957	0.2352852346375471	0.055359141638445596	0.9506699299860938	0.009528991435905354	Not Reduced	Not applied	Mf1 and Mf2	0.9793497116756282	1.0	-8.298752516328582	0.2950899021687043	0.08707805036193547	-7.708572711991174	-8.88893232066599	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
49	PBANKA_1104800	PBANKA_1104800_pool3	actin-like protein, putative	ALP2b	pool3	-3.097268411691021	0.16433667011681244	0.02700654114508204	-2.768595071457396	-3.425941751924646	Reduced	Not applied	Mf2	0.0	0.0	-8.224928226936571	0.2838427948518106	0.08056673218928702	-7.65724263723295	-8.792613816640193	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
50	PBANKA_0913000	PBANKA_0913000_pool4	condensin-2 complex subunit D3, putative	NA	pool4	0.20462485718449117	0.22241901228611188	0.049470217026329595	0.649462881756715	-0.2402131673877326	No Power	applied	no data			-8.223384488159667	0.4358877015456565	0.1899980883587553	-7.351609085068354	-9.09515989125098	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
51	PBANKA_1349400	PBANKA_1349400_pool2	DNA replication complex GINS protein, putative	NA	pool2	0.20830264854871186	0.1433039031628788	0.02053600866171575	0.4949104548744695	-0.07830515777704575	Not Reduced	Not applied	Mf1 and Mf2	0.9269676017292429	1.0	-8.190646797380776	1.702220563316072	2.897554846176086	-4.786205670748632	-11.595087924012919	Reduced	Not applied	Mf1 and Mf2	7.481007466836331e-07	2.6713789115292954e-06
52	PBANKA_1037600	PBANKA_1037600_pool6	rRNA biogenesis protein RRP5, putative	RRP5	pool6	-5.633723622980868	0.13708351528710372	0.018791890163469598	-5.35955659240666	-5.907890653555075	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-8.188289163964393	0.24167031043322892	0.05840453894489324	-7.704948543097935	-8.67162978483085	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
53	PBANKA_1312700	PBANKA_1312700_pilot,pool3	gamete egress and sporozoite traversal protein	GEST	pilot,pool3	-5.324869364863986	0.4306777305865038	0.18548330762314116	-4.463513903690978	-6.186224826036994	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0	-8.18679205493976	0.16260876082738662	0.026441609097818227	-7.861574533284987	-8.512009576594533	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0
54	PBANKA_0618400	PBANKA_0618400_pool3	tetratricopeptide repeat protein, putative	NA	pool3	-0.3523968685585611	0.09493207281074066	0.009012098448143767	-0.1625327229370798	-0.5422610141800425	Not Reduced	Not applied	Mf2	0.00010277541988490402	0.00025218042842129227	-8.175914430554194	0.14929381782320858	0.02228864404022939	-7.877326794907777	-8.47450206620061	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
55	PBANKA_1034800	PBANKA_1034800_pool3	conserved Plasmodium protein, unknown function	NA	pool3	-0.25153264394738634	0.12560771976076973	0.01577729926350006	-0.00031720442584687314	-0.5027480834689257	Not Reduced	Not applied	Mf1	0.022614129332742317	0.04439069831982751	-8.123565039445188	1.9770888446534782	3.9088802996532253	-4.169387350138232	-12.077742728752144	Reduced	Not applied	Mf1 and Mf2	1.988155732401964e-05	6.345757337666543e-05
56	PBANKA_1212600	PBANKA_1212600_pilot,pool2	male gamete fusion factor HAP2	HAP2	pilot,pool2	0.05025940296727189	0.0692238978321986	0.004791948031082669	0.18870719863166907	-0.0881883926971253	Not Reduced	Not applied,Not applied	Mf1 and Mf2,Mf2	0.7660932480485249	1.0	-8.097453767531656	0.5616320694576348	0.31543058144326547	-6.9741896286163865	-9.220717906446925	Reduced	Not applied,Not applied	Mf1 and Mf2,Mf1 and Mf2	0.0	0.0
57	PBANKA_1222000	PBANKA_1222000_pool6	histone deacetylase complex subunit SAP18, putative	SAP18	pool6	-4.560115509358344	0.06391452357280938	0.004085066323539206	-4.4322864622127245	-4.687944556503963	Reduced	Not applied	Mf1 and Mf2	0.0	0.0	-8.06276815126142	0.6940691508741651	0.4817319861951846	-6.67462984951309	-9.45090645300975	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
58	PBANKA_0401100	PBANKA_0401100_pool6	serine/threonine protein kinase, putative	SRPK1	pool6	-1.179437119341514	0.09029119715812335	0.008152500284247103	-0.9988547250252674	-1.3600195136577609	No Power	applied	no data			-8.050505537566094	0.15656121064880857	0.02451141267982061	-7.737383116268477	-8.363627958863711	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
59	PBANKA_0301400	PBANKA_0301400_pool4	conserved Plasmodium protein, unknown function	NA	pool4	0.7600183407630732	0.15699168621185547	0.024646389539641694	1.074001713186784	0.44603496833936224	Not Reduced	Not applied	Mf1 and Mf2	0.9999993545100169	1.0	-8.02653737319541	0.21537468922853803	0.04638625676028934	-7.595787994738334	-8.457286751652486	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
60	PBANKA_1215900	PBANKA_1215900_pool4	conserved Plasmodium protein, unknown function	NA	pool4	0.14610843247975785	0.3183157271691259	0.10132490216320938	0.7827398868180095	-0.4905230218584939	No Power	applied	no data			-7.7268044496301584	0.19192442585612907	0.03683498524020478	-7.3429555979179	-8.110653301342417	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
61	PBANKA_0820300	PBANKA_0820300_pool2	protein disulfide isomerase, putative	NA	pool2	0.7483198866354608	0.5689247706804476	0.3236753946937998	1.886169427996356	-0.3895296547254343	Not Reduced	Not applied	Mf1 and Mf2	0.9057993291815858	1.0	-7.69304693019924	0.5680022530330228	0.32262655945059	-6.557042424133194	-8.829051436265285	Reduced	Not applied	Mf1 and Mf2	0.0	0.0
62	PBANKA_0819400	PBANKA_0819400_pool2	conserved Plasmodium protein, unknown function	NA	pool2	-8.449215829668896	1.0284606010861301	1.057731207986444	-6.392294627496636	-10.506137031841156	Reduced	Not applied	Mf1 and Mf2	1.1102230246251565e-16	4.621085364277484e-16	-7.686606223356942	1.3029246005563115	1.697612514734824	-5.080757022244319	-10.292455424469566	Reduced	Not applied	Mf1 and Mf2	1.8230023046683641e-09	7.451921701539103e-09
63	PBANKA_1115100	PBANKA_1115100_pool2	amino acid transporter, putative	NA	pool2	-0.7559861924493388	0.49769675914310496	0.24770206406154982	0.23940732583687108	-1.7513797107355487	No Power	applied	no data			-7.616672418060521	0.2489045437522326	0.06195347190050707	-7.118863330556056	-8.114481505564985	Reduced	Not applied	Mf1	0.0	0.0
