<<<<<<< HEAD
	pbanka_id	Gene IDs	gene_product	gene_symbol	pool	GCKO2_RGR	GCKO2_diff_max	GCKO2_diff_min	GCKO2_feed	GCKO2_pheno	GCKO2_relative_filter	GCKO2_sd	GCKO2_var	GCKO2_pvalue2	GCKO2_pvalue	GCKO2_zvalue	GCKO2_fdr	GCKO2_fdr2	g145480_RGR	g145480_diff_max	g145480_diff_min	g145480_feed	g145480_pheno	g145480_relative_filter	g145480_sd	g145480_var	g145480_pvalue2	g145480_pvalue	g145480_zvalue	g145480_fdr	g145480_fdr2
10	PBANKA_1459100	PBANKA_1459100_pool2	conserved Plasmodium protein, unknown function	NA	pool2	-10.297267241310418	-6.096455777293692	-14.498078705327146	Mf1 and Mf2	Reduced	Not applied	2.100405732008363	4.411704239053588	9.461815972944265e-07	4.7309079864721326e-07	4.902513397477921	1.420409633438388e-06	2.4723448012986166e-06	-9.27177306284059	-4.1098453207837915	-14.433700804897388	Mf1 and Mf2	Reduced	Not applied	2.580963871028399	6.6613745035538985	0.00032768614369604876	0.00016384307184802438	3.592368404268364	0.0004451248596829769	0.0007980949632597125
11	PBANKA_1316700	PBANKA_1316700_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-10.268494912806768	-9.541272694067292	-10.995717131546243	Mf1 and Mf2	Reduced	Not applied	0.36361110936973795	0.13221303885709154	0.0	0.0	28.24032227894679	0.0	0.0	-5.8511767256754394	-4.313163160996278	-7.389190290354601	Mf1 and Mf2	Reduced	Not applied	0.7690067823395806	0.5913714312842752	2.7755575615628914e-14	1.3877787807814457e-14	7.608745280339617	6.84015865468167e-14	1.296299730063268e-13
12	PBANKA_1005000	PBANKA_1005000_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-10.198546825431336	-8.756122986968709	-11.640970663893963	Mf1 and Mf2	Reduced	Not applied	0.7212119192313133	0.5201466324413144	0.0	0.0	14.14084619719155	0.0	0.0	-0.5643331296403579	-0.38376896594766596	-0.7448972933330498	Mf1 and Mf2	Not Reduced	Not applied	0.09028208184634597	0.008150854302510313	4.084166338458317e-10	2.0420831692291586e-10	6.250776655779991	8.188031228388297e-10	1.524836953310635e-09
13	PBANKA_0407500	PBANKA_0407500_pool6	N2227-like protein, putative	NA	pool6	-10.144950207309035	-9.756511493649198	-10.533388920968873	Mf1 and Mf2	Reduced	Not applied	0.19421935682991914	0.03772115856742746	0.0	0.0	52.234495947760365	0.0	0.0	-11.598956854774288	-11.197753032363668	-12.000160677184908	Mf1 and Mf2	Reduced	Not applied	0.20060191120530982	0.04024112677922301	0.0	0.0	57.82076942877736	0.0	0.0
14	PBANKA_1411100	PBANKA_1411100_pool6	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	BCKDHA	pool6	-10.0410258640942	-9.539493608880104	-10.542558119308296	Mf1 and Mf2	Reduced	Not applied	0.2507661276070478	0.06288365075503417	0.0	0.0	40.04139618022317	0.0	0.0	-1.8386281536047664	-1.4015305506081985	-2.275725756601334	Mf1 and Mf2	No Power	Not applied	0.21854880149828393	0.04776357863633631	0.0	0.0	8.412895156595967	0.0	0.0
15	PBANKA_1214700	PBANKA_1214700_pool1	conserved Plasmodium protein, unknown function	NA	pool1	-9.774380532095083	-9.526368728621495	-10.022392335568671	Mf1 and Mf2	Reduced	Not applied	0.12400590173679363	0.015377463665555317	0.0	0.0	78.82189795161128	0.0	0.0	-1.6349855182494504	-1.4738683314321988	-1.796102705066702	Mf1 and Mf2	No Power	Not applied	0.08055859340862583	0.006489686971976292	0.0	0.0	20.29560657739071	0.0	0.0
16	PBANKA_1305600	PBANKA_1305600_pool5	mitochondrial inner membrane protease ATP23, putative	ATP23	pool5	-9.530183728745776	-8.803630561092872	-10.25673689639868	Mf1 and Mf2	Reduced	Not applied	0.3632765838264516	0.13196987635661692	0.0	0.0	26.233960990171163	0.0	0.0	-0.9273612535456638	-0.5378776837683673	-1.3168448233229602	Mf1 and Mf2	Not Reduced	Not applied	0.19474178488864824	0.037924362781616545	1.9167941911479858e-06	9.583970955739929e-07	4.762004487511097	3.1533540321392326e-06	5.745774895099852e-06
17	PBANKA_0808900	PBANKA_0808900_pool6	ATP-dependent protease ATPase subunit ClpY, putative	ClpY	pool6	-9.42357461338046	-8.316272050612497	-10.530877176148422	Mf1 and Mf2	Reduced	Not applied	0.5536512813839816	0.3065297413781248	0.0	0.0	17.020776308552957	0.0	0.0	-0.9914926051519982	-0.8050492394234962	-1.1779359708805002	Mf1 and Mf2	Not Reduced	Not applied	0.09322168286425103	0.008690282156042993	0.0	0.0	10.635858254091003	0.0	0.0
18	PBANKA_1115100	PBANKA_1115100_pool2,pool7	amino acid transporter, putative	NA	pool2,pool7	-9.331329560496012	-9.229082899841119	-9.433576221150906	no data,Mf1 and Mf2	Reduced	applied,Not applied	0.05112333032744666	0.0026135949037692273	0.0	0.0	182.52585464852407	0.0	0.0	-7.6372426045595985	-7.161272709961803	-8.113212499157394	Mf1,no data	Reduced	Not applied,applied	0.23798494729889774	0.05663683514085914	0.0	0.0	32.0912843070179	0.0	0.0
19	PBANKA_0518200	PBANKA_0518200_pilot,pool2	flavoprotein subunit of succinate dehydrogenase, putative	SDHA	pilot,pool2	-9.277589203698769	-8.968681772696433	-9.586496634701104	Mf1 and Mf2,Mf1	Reduced	Not applied,Not applied	0.15445371550116757	0.023855950232115616	0.0	0.0	60.06711572845676	0.0	0.0	0.028676318131260474	0.24711611105132122	-0.18976347478880026	Mf1 and Mf2,Mf1 and Mf2	Not Reduced	Not applied,Not applied	0.10921989646003037	0.011928985782739755	0.7928929655813297	0.6035535172093351	-0.2625558076934703	0.7502255321993062	0.8556394284918745
20	PBANKA_1015200	PBANKA_1015200_pool6	diphthamide biosynthesis protein 2, putative	DPH2	pool6	-9.172143186232375	-8.751193667531489	-9.593092704933262	Mf1 and Mf2	Reduced	Not applied	0.2104747593504433	0.044299624323627024	0.0	0.0	43.578352171723516	0.0	0.0	-8.44848903135879	-8.091117911636756	-8.805860151080823	Mf1 and Mf2	Reduced	Not applied	0.17868555986101725	0.031928529302845184	0.0	0.0	47.28131941904022	0.0	0.0
21	PBANKA_1143200	PBANKA_1143200_pool3	conserved Plasmodium protein, unknown function	NA	pool3	-9.141654966879104	-8.854759907241334	-9.428550026516874	Mf1 and Mf2	Reduced	Not applied	0.1434475298188847	0.020577193811139812	0.0	0.0	63.72821461911027	0.0	0.0	-9.271844981741474	-8.725217337674067	-9.81847262580888	Mf1 and Mf2	Reduced	Not applied	0.27331382203370347	0.07470044531467095	0.0	0.0	33.9238056558959	0.0	0.0
22	PBANKA_0911300	PBANKA_0911300_pool6	UVB-resistance protein UVR8 homologue, putative	NA	pool6	-8.991336040108262	-7.6106275149486535	-10.37204456526787	Mf1 and Mf2	Reduced	Not applied	0.690354262579804	0.47658900786210495	0.0	0.0	13.024234842134948	0.0	0.0	-0.8883284674579006	-0.703205211226282	-1.0734517236895191	Mf1 and Mf2	Not Reduced	Not applied	0.0925616281158093	0.008567654999449378	0.0	0.0	9.59715689471733	0.0	0.0
23	PBANKA_1463500	PBANKA_1463500_pool6	translation initiation factor eIF-2B subunit beta, putative	NA	pool6	-8.90903685372467	-7.829337536108204	-9.988736171341136	Mf1 and Mf2	Reduced	Not applied	0.5398496588082333	0.291437654115366	0.0	0.0	16.50281093701563	0.0	0.0	-3.0145403309479155	-1.8883073703192264	-4.140773291576605	Mf1 and Mf2	Reduced	Not applied	0.5631164803143446	0.31710017040161564	8.635695714076519e-08	4.3178478570382595e-08	5.353315763845394	1.5606829790512203e-07	2.8488657554109573e-07
24	PBANKA_1024800	PBANKA_1024800_pool3	ATP synthase-associated protein, putative	NA	pool3	-8.895470259998355	-7.329185598278411	-10.461754921718299	Mf2	Reduced	Not applied	0.7831423308599723	0.6133119103847903	0.0	0.0	11.358689103461176	0.0	0.0	-1.1215692216718076	-0.8366572139736843	-1.406481229369931	Mf1 and Mf2	Not Reduced	Not applied	0.14245600384906162	0.020293713032643858	3.552713678800501e-15	1.7763568394002505e-15	7.873091981859601	9.004540563951677e-15	1.7039361374862402e-14
25	PBANKA_1034300	PBANKA_1034300_pool6	AP2 domain transcription factor AP2-G2	AP2-G2	pool6	-8.856773588482538	-6.023914948298316	-11.68963222866676	Mf1 and Mf2	Reduced	Not applied	1.4164293200921112	2.0062720188166003	4.029316880149736e-10	2.014658440074868e-10	6.252887781161277	7.230771240383649e-10	1.2937318209015475e-09	-6.651446535668948	-6.097410320166583	-7.2054827511713135	Mf1 and Mf2	Reduced	Not applied	0.2770181077511825	0.07673903202204577	0.0	0.0	24.010872753644225	0.0	0.0
26	PBANKA_1359400	PBANKA_1359400_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-8.826446233221311	-8.662151963281236	-8.990740503161387	Mf1 and Mf2	Reduced	Not applied	0.08214713497003792	0.0067481517837856275	0.0	0.0	107.44679332323203	0.0	0.0	-8.96288552740082	-8.711972266189061	-9.213798788612579	Mf1 and Mf2	Reduced	Not applied	0.12545663060587955	0.015739366162980113	0.0	0.0	71.44210301293371	0.0	0.0
27	PBANKA_0416400	PBANKA_0416400_pool5	conserved Plasmodium protein, unknown function	NA	pool5	-8.76303049347159	-7.75288143792973	-9.773179549013449	Mf1 and Mf2	Reduced	Not applied	0.5050745277709299	0.25510027860302786	0.0	0.0	17.349975125742137	0.0	0.0	-0.8903160416169769	-0.5032555380335597	-1.277376545200394	Mf1 and Mf2	Not Reduced	Not applied	0.1935302517917086	0.037453958358562134	4.216859490924207e-06	2.1084297454621037e-06	4.600397267995083	6.811429773552443e-06	1.2431261903504696e-05
28	PBANKA_0907800	PBANKA_0907800_pool2	ATP synthase-associated protein, putative	NA	pool2	-8.619706085761353	-6.953508677403409	-10.285903494119296	Mf1 and Mf2	Reduced	Not applied	0.8330987041789715	0.6940534509046814	0.0	0.0	10.346560428582318	0.0	0.0	-1.4328587054112198	-0.947397798799547	-1.9183196120228927	Mf1 and Mf2	No Power	Not applied	0.24273045330583642	0.05891807296205684	3.5676448462140797e-09	1.7838224231070399e-09	5.903085854686067	6.823394360780609e-09	1.2531980628813965e-08
29	PBANKA_0931000	PBANKA_0931000_pool1,pool5_2	conserved Plasmodium membrane protein, unknown function	NA	pool1,pool5_2	-8.59301225245006	-7.830874620265382	-9.35514988463474	Mf1,Mf1 and Mf2	Reduced	Not applied,Not applied	0.38106881609233967	0.14521344259801738	0.0	0.0	22.549765001940813	0.0	0.0	-0.29870936932223136	0.45198260900383147	-1.0494013476482942	Mf1 and Mf2	Not Reduced	Not applied	0.3753459891630314	0.1408846115807745	0.42613430463181556	0.21306715231590778	0.7958240608573202	0.3216643328546453	0.526128195916707
30	PBANKA_0918600	PBANKA_0918600_pool2	phosphatidylinositol-4-phosphate 5-kinase, putative	NA	pool2	-8.586430145262456	-7.7729133945535125	-9.3999468959714	Mf1 and Mf2	Reduced	Not applied	0.40675837535447196	0.1654523759210095	0.0	0.0	21.109412037993714	0.0	0.0	0.08194169606516821	0.3658213916854654	-0.20193799955512898	Mf1 and Mf2	Not Reduced	Not applied	0.1419398478101486	0.020146920396368142	0.5637376610527451	0.7181311694736274	-0.5772987454148125	0.8618956384346615	0.6611412368543879
31	PBANKA_1132800	PBANKA_1132800_pool3	conserved Plasmodium protein, unknown function	NA	pool3	-8.560740025495441	-7.239433096856122	-9.882046954134761	Mf1 and Mf2	Reduced	Not applied	0.6606534643196597	0.4364629999175678	0.0	0.0	12.95798854897595	0.0	0.0	-6.919478792257005	-6.16987539465298	-7.6690821898610295	Mf1 and Mf2	Reduced	Not applied	0.37480169880201236	0.14047631342487438	0.0	0.0	18.461706055159034	0.0	0.0
32	PBANKA_1217700	PBANKA_1217700_pilot,pool2	ATP-dependent RNA helicase DDX6	DOZI	pilot,pool2	-8.531215438262015	-6.125674924388433	-10.936755952135595	Mf1 and Mf2,Mf1 and Mf2	Reduced	Not applied,Not applied	1.2027702569367906	1.4466562909717933	1.312727704316785e-12	6.563638521583925e-13	7.0929717367548415	2.5459579234342616e-12	4.605609277223777e-12	-5.297033030109906	-4.9636215021818355	-5.630444558037976	Mf1 and Mf2,Mf1 and Mf2	Reduced	Not applied,Not applied	0.16670576396403494	0.027790811738832535	0.0	0.0	31.774744340889654	0.0	0.0
33	PBANKA_0505300	PBANKA_0505300_pool6	conserved Plasmodium protein, unknown function	NA	pool6	-8.474395839933399	-5.941574658017629	-11.007217021849169	Mf1 and Mf2	Reduced	Not applied	1.2664105909578847	1.6037957848902984	2.206457239140036e-11	1.103228619570018e-11	6.69166532595369	4.0772158167748025e-11	7.349861045706045e-11	-1.1119070455531925	-0.8175716087316612	-1.406242482374724	Mf1 and Mf2	Not Reduced	Not applied	0.14716771841076565	0.02165833734223041	4.1744385725905886e-14	2.0872192862952943e-14	7.555373267727809	1.0247096259882803e-13	1.9423600373210688e-13
34	PBANKA_1428800	PBANKA_1428800_pool3	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative	SDHB	pool3	-8.430109809970771	-6.861209104858375	-9.999010515083167	Mf2	Reduced	Not applied	0.7844503525561979	0.6153623556255432	0.0	0.0	10.74651796955734	0.0	0.0	-0.4066131013565306	0.4206977921469306	-1.2339239948599918	Mf1 and Mf2	Not Reduced	Not applied	0.4136554467517306	0.17111082862737384	0.32561957810547204	0.16280978905273602	0.9829753350270117	0.25569748985990154	0.42252613308795384
35	PBANKA_1003500	PBANKA_1003500_pool7	conserved protein, unknown function	NA	pool7	-8.326795997114072	-7.911028183924522	-8.742563810303622	Mf1 and Mf2	Reduced	Not applied	0.2078839065947749	0.04321571862110509	0.0	0.0	40.055029432102096	0.0	0.0	0.19962484269121786	0.6999776979929923	-0.3007280126105566	Mf1 and Mf2	Not Reduced	Not applied	0.2501764276508872	0.0625882449521596	0.42490748075542095	0.7875462596222895	-0.7979362586861605	0.922998294876875	0.5256543933551686
36	PBANKA_0806000	PBANKA_0806000_pool4,pool7_2	ubiquitin-conjugating enzyme E2, putative	NA	pool4,pool7_2	-8.13762070746218	-7.410320494950772	-8.864920919973587	no data,Mf1 and Mf2	Reduced	applied,Not applied	0.36365010625570376	0.13224139977978464	0.0	0.0	22.37761124628997	0.0	0.0	-4.965458303127983	-3.8076124604774746	-6.123304145778492	Mf1 and Mf2	Reduced	Not applied	0.5789229213252544	0.33515174883576665	0.0	0.0	8.577062887337735	0.0	0.0
37	PBANKA_1116300	PBANKA_1116300_pool6	malate:quinone oxidoreductase, putative	MQO	pool6	-8.136400091587669	-7.013025659232327	-9.25977452394301	Mf1 and Mf2	Reduced	Not applied	0.5616872161776708	0.3154925288174215	0.0	0.0	14.485642288525922	0.0	0.0	0.2873618769780982	0.47374120371638084	0.1009825502398155	Mf1 and Mf2	Not Reduced	Not applied	0.09318966336914133	0.008684313358853883	0.0020449591000522016	0.9989775204499739	-3.0836239405630765	1.0	0.004388035598725754
38	PBANKA_1114400	PBANKA_1114400_pool1,pool5_2	inositol polyphosphate multikinase, putative	NA	pool1,pool5_2	-8.091369393753062	-6.711128811300972	-9.471609976205153	Mf1,Mf1 and Mf2	Reduced	Not applied,Not applied	0.6901202912260451	0.4762660163619214	0.0	0.0	11.724578304136227	0.0	0.0	-2.5910230797723406	-1.3094023273510385	-3.872643832193643	Mf1 and Mf2	No Power	Not applied	0.6408103762106511	0.4106379382592362	5.269201378710342e-05	2.634600689355171e-05	4.04335381567012	7.73022837559035e-05	0.0001410020197264334
39	PBANKA_1356600	PBANKA_1356600_pool5	UDP-N-acetylglucosamine pyrophosphorylase, putative	NA	pool5	-8.084318069427425	-6.855703490127436	-9.312932648727415	Mf1 and Mf2	Reduced	Not applied	0.614307289649995	0.37737344611712287	0.0	0.0	13.160055570939928	0.0	0.0	0.3220261629393984	0.7240603581903873	-0.08000803231159054	Mf1 and Mf2	Not Reduced	Not applied	0.20101709762549447	0.04040787353777757	0.10915915995951009	0.945420420020245	-1.6019839443675097	1.0	0.1622425178420847
40	PBANKA_0715400	PBANKA_0715400_pool3	ATP synthase-associated protein, putative	NA	pool3	-8.00090979921516	-7.616103300241749	-8.385716298188571	Mf1 and Mf2	Reduced	Not applied	0.19240324948670554	0.03701901041304345	0.0	0.0	41.58406794355101	0.0	0.0	-0.2826809915368226	0.35649464332212033	-0.9218566263957655	Mf1 and Mf2	Not Reduced	Not applied	0.31958781742947145	0.10213637304933318	0.37641696334078656	0.18820848167039328	0.8845174193763075	0.29046531762745104	0.47654005409742217
41	PBANKA_0407300	PBANKA_0407300_pool3	conserved Plasmodium protein, unknown function	NA	pool3	-7.772394915672136	-7.260663332800406	-8.284126498543866	Mf2	Reduced	Not applied	0.2558657914358649	0.06546730322710151	0.0	0.0	30.37684276610442	0.0	0.0	-0.3487796861176946	-0.1522515610853435	-0.5453078111500458	Mf1 and Mf2	Not Reduced	Not applied	0.09826406251617556	0.009655825982182857	0.0003860918388332024	0.0001930459194166012	3.549412442216918	0.0005188109084321157	0.000927661894075151
42	PBANKA_0824500	PBANKA_0824500_pool5	lipoate-protein ligase 2	LplA2	pool5	-7.744587096375436	-6.970526728723484	-8.518647464027387	Mf1 and Mf2	Reduced	Not applied	0.38703018382597587	0.14979236319236866	0.0	0.0	20.01029227182371	0.0	0.0	-1.372486101861465	-0.3968365073330308	-2.348135696389899	Mf2	No Power	Not applied	0.48782479726421707	0.2379730328258745	0.004900818745672497	0.0024504093728362486	2.8134816220055643	0.00558621661412578	0.009762493571651125
43	PBANKA_0902300	PBANKA_0902300_pilot,pool1	conserved Plasmodium protein, unknown function	NA	pilot,pool1	-7.743516401566021	-7.206867346019209	-8.280165457112833	Mf1 and Mf2,Mf1 and Mf2	Reduced	Not applied,Not applied	0.26832452777340626	0.07199805220482146	0.0	0.0	28.858772121292013	0.0	0.0	-0.08655616663946596	0.08115370766469189	-0.2542660409436238	Mf1 and Mf2,Mf1 and Mf2	Not Reduced	Not applied,Not applied	0.08385493715207892	0.007031650484779106	0.3019722882992468	0.1509861441496234	1.0322131239868213	0.24015270631961785	0.3963783615885903
44	PBANKA_1459800	PBANKA_1459800_pool2	conserved Plasmodium protein, unknown function	NA	pool2	-7.658494981279573	-6.323386938296724	-8.993603024262423	Mf1 and Mf2	Reduced	Not applied	0.6675540214914247	0.4456283716093735	0.0	0.0	11.472472241526228	0.0	0.0	-0.017569398709201527	1.2399694825917247	-1.2751082800101279	Mf1 and Mf2	Not Reduced	Not applied	0.6287694406504631	0.39535100949589635	0.9777080006398942	0.4888540003199471	0.027942513699498423	0.6363266580365073	0.9816440231867537
45	PBANKA_1223200	PBANKA_1223200_pool5	coenzyme Q-binding protein COQ10 homolog, mitochondrial, putative	COQ10	pool5	-7.650654574655941	-6.333785478384344	-8.967523670927537	Mf1 and Mf2	Reduced	Not applied	0.6584345481357983	0.4335360541787928	0.0	0.0	11.619461032713062	0.0	0.0	-0.781981281390843	-0.3300086832164926	-1.2339538795651934	Mf1 and Mf2	Not Reduced	Not applied	0.22598629908717519	0.0510698073751182	0.0005395659894096294	0.0002697829947048147	3.4603039412101277	0.0007127529542307287	0.0012743158878670603
46	PBANKA_0704100	PBANKA_0704100_pool6	ubiquitin conjugation factor E4 B, putative	UBE4B	pool6	-7.648722314967162	-7.4477137706787335	-7.84973085925559	Mf1 and Mf2	Reduced	Not applied	0.10050427214421406	0.010101108719238243	0.0	0.0	76.10345462720205	0.0	0.0	-1.7828417125929579	-0.8964457414361686	-2.6692376837497473	Mf1 and Mf2	No Power	Not applied	0.4431979855783946	0.1964244544207469	5.754072990837855e-05	2.8770364954189276e-05	4.022675577521554	8.362854335168772e-05	0.00015266657488457032
47	PBANKA_0827400	PBANKA_0827400_pool1,pool5_2	conserved Plasmodium protein, unknown function	NA	pool1,pool5_2	-7.638567011423864	-6.831143326057773	-8.445990696789956	no data,Mf1 and Mf2	Reduced	applied,Not applied	0.4037118426830456	0.16298325192254015	0.0	0.0	18.920839578691545	0.0	0.0	-0.2397872414123382	-0.038634919051515504	-0.4409395637731609	Mf1 and Mf2	Not Reduced	Not applied	0.10057616118041135	0.010115564197788083	0.017119276844044684	0.008559638422022342	2.3841359483010396	0.017969476619969463	0.030983654897712223
48	PBANKA_0102200	PBANKA_0102200_pool7	trophozoite exported protein 1, putative	TEX1	pool7	-7.570964491526555	-7.201413829151101	-7.940515153902008	Mf1 and Mf2	Reduced	Not applied	0.18477533118772657	0.03414192301553404	0.0	0.0	40.97389214707815	0.0	0.0	-5.288862069243026	-3.930662474662931	-6.647061663823122	Mf1 and Mf2	Reduced	Not applied	0.6790997972900478	0.4611765346793839	6.8833827526759706e-15	3.4416913763379853e-15	7.788048369839404	1.737566455989258e-14	3.288727315167408e-14
49	PBANKA_1447100	PBANKA_1447100_pool5	CWC16 domain-containing protein, putative	NA	pool5	-7.5591790404868	-7.0289784189654725	-8.089379662008128	Mf1 and Mf2	Reduced	Not applied	0.26510031076066354	0.07027817476540037	0.0	0.0	28.514410333193982	0.0	0.0	-5.628219471957981	-5.001646951629933	-6.2547919922860284	Mf1	Reduced	Not applied	0.3132862601640236	0.09814828080756029	0.0	0.0	17.965101530502103	0.0	0.0
50	PBANKA_0618800	PBANKA_0618800_pool6	ATP-dependent RNA helicase DBP7, putative	DBP7	pool6	-7.532176657128369	-5.832218767895091	-9.232134546361648	Mf1 and Mf2	Reduced	Not applied	0.8499789446166391	0.7224642062916157	0.0	0.0	8.861603813639832	0.0	0.0	-1.952799171980464	-1.5513534053344276	-2.3542449386265005	Mf1 and Mf2	No Power	Not applied	0.2007228833230183	0.040289675889506014	0.0	0.0	9.728831808568001	0.0	0.0
51	PBANKA_0405000	PBANKA_0405000_pool3	ATP synthase-associated protein, putative	NA	pool3	-7.49871186971048	-6.410684940934928	-8.586738798486031	Mf2	Reduced	Not applied	0.5440134643877756	0.29595064943518967	0.0	0.0	13.784055654117704	0.0	0.0	-0.9987212630956176	-0.22108135398786077	-1.7763611722033743	Mf1 and Mf2	No Power	Not applied	0.3888199545538784	0.15118095705928009	0.010211151315203004	0.005105575657601502	2.5685956993681653	0.011034060389998395	0.0192055892761058
